,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
25791,25792,& Moms - Sandal Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,108.0,120.0,Bathing Bars & Soaps,4.2,"Your Trusted Dettol offers a new range of Dettol Co-Created with Moms beauty bathing soaps. It is made by ingredients approved by moms and with minimal chemicals. This new range is free from parabens, harsh chemical residues, artificial dyes, and talc; it has fragrance infused with 100% natural sandal essence. It gives 10 times better protection than any ordinary soap and is gentle on skin. Reassuringly, Dettol protects from a wide range of illness-causing germs and bacteria to help you stay healthy."
25796,25797,Herbal Coconut Milk & Honey Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.2,Khadi Natural Coconut milk and honey soap is an excellent moisturiser for the skin.Benefits:It helps in removing the dead skin cells and dirt away from the bodyIt helps in reducing the acneThis soap is rich in antioxidants thus keeping the skin hydrated and acne freeCures Skin Infections as well as heals skin efficiently
25889,25890,Cold Processed Neem Henna Anti-Dandruff Hair Cleansing Bar For Shiny Hair,Beauty & Hygiene,Bath & Hand Wash,Soulflower,340.0,400.0,Bathing Bars & Soaps,4.7,"Soulflower Neem Henna Shampoo bar is 100% pure, natural, vegan, handmade and cold-pressed. We use pure essential oils of lavender, tea tree, peppermint, rosemary, eucalyptus which cleanse dandruff, soothe scalp itchiness, control sebum secretion and rejuvenate hair shine. Our unique shampoo bar formulation is made up of natural herbs like henna, spiked ginger lily, aloe vera, reetha, shikakai, Amla, Brahmi and oils like jojoba, castor and coconut with cocoa butter and vitamin E which makes this the best dandruff treatment."
26016,26017,Luxury Bathing Bar - Indian Khus,Beauty & Hygiene,Bath & Hand Wash,50ap,85.0,85.0,Bathing Bars & Soaps,4.3,"Indian Khus- a scent inspired by vetivert or popularly known as Khus,found largely in South India with the added goodness of Aloe Vera. Make bath time more luxurious with our artisan range of handcrafted 50 AP bathing bars.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
26323,26324,Remedies Ketobus - Z Soap,Beauty & Hygiene,Bath & Hand Wash,Globus,176.0,220.0,Bathing Bars & Soaps,5.0,"Globus Ketobus Z Soap is an Anti-Dandruff and Anti Fungal soap. It helps to relieve the flaking, scaling, and itching associated with dandruff. Ketoconazole is an azole antifungal that works by preventing the growth of fungus on the scalp. It protects the scalp from infections and makes your hair healthy and strong. Reduces dandruff and dryness of scalp. Has anti-fungal and anti-bacterial properties. Moisturizes scalp and prevents flakiness."
26448,26449,"Bathing Soap - with Neem, Tulsi & Aloe Vera",Beauty & Hygiene,Bath & Hand Wash,Hamam ,149.0,149.0,Bathing Bars & Soaps,4.4,"For Beauty tips, tricks & more visit https://bigbasket.blog/"
26470,26471,Gel Bathing Bar - Lemongrass & Jojoba,Beauty & Hygiene,Bath & Hand Wash,Fiama,142.5,150.0,Bathing Bars & Soaps,4.7,"Wash away the troubles of your day, with the foamy, fresh, and fun Fiama Gel Bar. And while you enjoy your Fiama bath, let its skin-conditioners work their magic to make your skin soft and smooth. So, get ready for a smooth start to your day with Fiama."
26589,26590,"Pure Tea Tree Glycerin Soap - Cold-Processed, 100% Natural & Organic",Beauty & Hygiene,Bath & Hand Wash,Soulflower,212.5,250.0,Bathing Bars & Soaps,4.6,"Tea Tree Oil is regarded as one of the strongest natural antiseptics known to man. Because of its ability to inhibit and kill the growth of bacteria, fungi & germs, it makes a great medicinal soap for cuts & scrapes as well as a multi-purpose antibacterial and facial soap for everyday use. All you smell is the invigorating, minty smell of tea tree oil. Glycerin has humectants properties, attracting moisture to your skin making it softer & smoother, one of the reasons that our soaps are so beautiful on the skin. This soap does not use any animal product like milk or honey i. e. it is completely vegan and is SLS free."
26674,26675,Jasmine Bloom Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Lux,10.0,10.0,Bathing Bars & Soaps,4.2,"Want to feel irresistible every day? Pamper yourself with the fine fragrance of LUX Velvet Touch beauty bar. Formulated with the new breakthrough Floral Fusion TM Oil, this fragrant body soap has twice the perfume bloom of real flowers, turning your everyday shower into a moment of pure indulgence. Spoil your senses with the exquisite scent of sweet Jasmine, while you revel in lush lather. Crafted for women who want to feel alluring every day, the iconic Jasmine has been transformed into a sophisticated fragrance by the worlds top perfumers. 
The subtle scent of LUX Velvet Touch lightly lingers on your skin, making it the perfect perfume for any occasion, morning or night. For maximum enjoyment, turn every bath into an exquisite pampering session. As you lather up, lush bubbles soap up decadently and gently cleanse your skin to leave it silky soft, smooth and irresistibly perfumed. LUX Velvet Touch beauty bar is the perfumed soap bar that brings out your extraordinary every day, with every shower. The LUX Perfumed Bath Collection of Body Washes and Beauty Bars blend rich lather and sophisticated fragrances, crafted by the worlds best perfumers that help women feel fabulous, every day."
26748,26749,Gold Soap,Beauty & Hygiene,Bath & Hand Wash,Santoor,264.0,330.0,Bathing Bars & Soaps,4.2,"Flaunt a royal glow amidst all the dust and pollution, with Santoor Gold Bathing Bar. Made with a perfect blend of Kashmiri Saffron, Sandalwood and Sakura extracts, this body soap, with a fresh scent, is perfect to start your day with."
26785,26786,Gel Bathing Bar - Lemongrass & Jojoba,Beauty & Hygiene,Bath & Hand Wash,Fiama,67.0,67.0,Bathing Bars & Soaps,4.2,"Wash away the troubles of your day, with the foamy, fresh, and fun Fiama Gel Bar. And while you enjoy your Fiama bath, let its skin-conditioners work their magic to make your skin soft and smooth. Get ready for a smooth start to your day with Fiama."
26819,26820,Bathing Soap - Coconut & Neem,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,99.36,108.0,Bathing Bars & Soaps,4.2,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Godrej No.1 Coconut and Neem soap pack the benefits of two great natural ingredients into one. Coconut oil, known for its skin hydrating properties, has been combined with neem- an active skin clarifier, to give you an enviable satin smooth skin every day. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look."
26874,26875,Cooling Mint Soap,Beauty & Hygiene,Bath & Hand Wash,Liril,30.0,30.0,Bathing Bars & Soaps,4.2,"The new Liril Cooling Mint soap, with its active ingredients, gives you freshness that lasts longer. The soap gives you a fragrance which not only lasts the whole day long but also keeps your skin healthy. This soap ensures that your skin gets the best care and stays fresh. It makes your skin feel fresh and keeps it well sanitized throughout the day. At the very same time, this soap also ensures that not only your skin retains its natural moisture but also maintains its oil balance. The cooling mint in this soap gives you a thick lather which lends a sense of freshness after every shower and makes bathing an enjoyable experience. This soap has been consistent in bringing alive freshness. This soap also lasts for a long time and is a great choice for a daily refreshing shower! Buy the new Liril Soap in a 75 gm bar now, right here! With active ingredients, the Liril cooling mint soap gives you freshness that lasts all day long. Wake up fresh with new Liril cooling mint and get ready for the most intense shower wrapped with fresh fragrances."
27111,27112,Exotic Rose Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,325.0,325.0,Bathing Bars & Soaps,4.3,"The exotic rose is a sweet rose that is representative of a lush rose garden. This soap contains two additional ingredients, namely witch hazel extracts and evening primrose oil which helps to soften the skin and keep it glowing. Exotic rose is an active base soap from nyassa. The active base is an exclusive and unique blend of six pure and natural carrier oils, essential oils and extracts that go into every Nyassa handmade soap, namely aloe vera extract, grape seed extract, honey, cold pressed sweet almond oil, cold pressed wheat germ oil and Vitamin E Acetate. These ingredients work best as moisturisers, healers and soothing agents."
27172,27173,Cold Processed Papaya Cucumber Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Soulflower,320.0,400.0,Bathing Bars & Soaps,4.7,"100% pure, natural, vegan, cold-pressed and SLS free, Soulflower Papaya Cucumber Soap is a handmade hand cut natural oil-based soap. This soap removes makeup, impurities and improves skin texture giving you smooth and radiant skin. Fresh papaya, aloe vera gel, cucumber which gives your skin a natural and radiant glow. Lighten and brighten your skin with the refreshing aroma and snowy white lather of this soap."
27277,27278,Bathing Soap - Jasmine & Milk Cream,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,84.0,84.0,Bathing Bars & Soaps,4.3,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Jasmine, nature's gift of enchanting fragrance that is soothing and calming. With its wonderful soothing and sensual aroma, this has been a favourite relaxant for many for thousands of years. Experience the joy of Jasmine's fragrance and smooth touch with this Godrej No.1 variant. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look."
27458,27459,Fresh Splash Water Lily & Cooling Mint Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Lux,10.0,10.0,Bathing Bars & Soaps,4.1,"Gift yourself the luxury of sublime gentleness that you truly deserve. With LUX Fresh Splash soap bar, revel in this labour of love born from the courtship between Lux and the world’s finest perfumers, that leaves your skin smooth and delicately scented. Infused with mesmerizing fragrance of water lilies and mint that lasts all day. LUX Fresh Splash lets you indulge in a sensorial experience as you soothe yourself with the uplifting scent of aqua with a zesty blend of apple, citrus and mint, transforming your daily shower into a revitalising ritual. Experience the refreshing blend of Apple with a touch of Mint and hint of Citrus, Feel the aromatic bliss of Jasmine coupled with the essence of Lily of the Valley and a touch of Rose extract through the day and the delicate hint of Musk, coupled with Amber and Vanilla."
